thr,slope,beta,full,last,combined
0.9,3,1.1,0.6067239538451337,0.2500003138428263,0.4997068618444414
0.9,5,0.85,0.5457492161559623,0.2500399400786201,0.4570364333327596
0.9,5,0.9,0.561958079527868,0.25001947785748385,0.4683764990267527
0.9,5,0.95,0.5791796413705872,0.25000949893237395,0.48042859863912324
0.9,5,1.0,0.595081813781584,0.2500046324361697,0.4915586593779597
0.9,5,1.05,0.6050432201295248,0.25000225915096613,0.4985309318359572
0.9,5,1.1,0.6086992005639189,0.25000110174256546,0.5010897709175128
0.9,10,0.85,0.5552672790090305,0.250380518159745,0.46380125075424483
0.9,10,0.9,0.5713853337245499,0.25021182493684624,0.4750332810882388
0.9,10,0.95,0.5883782406858147,0.2501179272971916,0.48690014666922776
0.9,10,1.0,0.6038129363052808,0.25006565616096743,0.4976887522619868
0.9,10,1.05,0.6135893327299822,0.25003655546344217,0.5045234995500202
0.9,10,1.1,0.6163411648026745,0.25002035345749807,0.5064449213991216
0.9,20,0.85,0.5697241576752621,0.2621620738605325,0.47745553253084316
0.9,20,0.9,0.5842548124779214,0.25819687299170185,0.4864374306320555
0.9,20,0.95,0.5987282172839097,0.25553159729615094,0.495769231287582
0.9,20,1.0,0.613457038276597,0.25373713173380325,0.5055410663137588
0.9,20,1.05,0.6228982035905439,0.25252723276585753,0.511786912343138
0.9,20,1.1,0.626481399305057,0.24348630512610508,0.5115828710513713
0.9,40,0.85,0.5790766565915682,0.6326224458030193,0.5951403933550035
0.9,40,0.9,0.592035157908913,0.5541275477182843,0.5806628748517244
0.9,40,0.95,0.6073238085470805,0.49192486778613287,0.5727041263187962
0.9,40,1.0,0.6227113419908952,0.44257997004336197,0.5686719304066352
0.9,40,1.05,0.6324653118968993,0.37331909739230956,0.5547214475455223
0.9,40,1.1,0.6369045670410708,0.3075851150178219,0.5381087314340961
