thr,slope,beta,full,last,combined
0.85,5,0.85,0.5379635491143527,0.00015532864629242885,0.3766210829739346
0.85,5,0.9,0.5532209034194742,8.2046977700195e-05,0.38727924648694195
0.85,5,0.95,0.5689122814073204,4.3339274694616974e-05,0.39825159876753263
0.85,5,1.0,0.5852903996243248,2.2893140491359424e-05,0.40971014767917474
0.85,5,1.05,0.5948567223270764,1.2092938466639764e-05,0.41640333351049347
0.85,5,1.1,0.597138426467822,6.387926487881462e-06,0.4179988149054218
0.85,10,0.85,0.5439373835833281,0.003426850082971652,0.38178422353322117
0.85,10,0.9,0.5584737050778122,0.00216646723354104,0.39158153372453086
0.85,10,0.95,0.5744818302043128,0.0013702907230353438,0.40254836835992946
0.85,10,1.0,0.5906492355796278,0.0008670147919880509,0.4137145693433359
0.85,10,1.05,0.6006828307798853,0.0005487259692002796,0.42064259933667975
0.85,10,1.1,0.6022761002076834,0.0003473530647967297,0.42169747606481733
0.85,20,0.85,0.5550529598761632,0.13196662073394558,0.4281270581334979
0.85,20,0.9,0.568841772540491,0.09997417774346172,0.4281814941013822
0.85,20,0.95,0.5848250010105976,0.07582624468548448,0.4321253741130637
0.85,20,1.0,0.6004060980900735,0.057571799043828926,0.43755580837620006
0.85,20,1.05,0.6102664660707623,0.0437539031166872,0.44031269718453975
0.85,20,1.1,0.6119327077258074,0.033281659514650466,0.43833739326246035
0.85,40,0.85,0.5605535750822959,0.75,0.617387502557607
0.85,40,0.9,0.5749599018756348,0.7293367862025338,0.6212729671737045
0.85,40,0.95,0.591187394079508,0.6882664002091268,0.6203110959183936
0.85,40,1.0,0.606468575861469,0.5898542176755133,0.6014842684056823
0.85,40,1.05,0.6152922611229111,0.49039353293367394,0.5778226426661399
0.85,40,1.1,0.6174664581879553,0.4077269423643043,0.55454460344086
0.9,3,0.85,0.5376419542949207,1.5134992933938287e-05,0.37635390850432465
0.9,3,0.9,0.5523709803372063,6.971524797304989e-06,0.3866617776934836
0.9,3,0.95,0.5674775632171811,3.2112477817729128e-06,0.3972352576263613
0.9,3,1.0,0.5835059078070373,1.4791768222601892e-06,0.40845457921797274
0.9,3,1.05,0.5921460251190224,6.81344072976303e-07,0.41450242198653753
0.9,3,1.1,0.5921864270559536,3.1384334672990324e-07,0.4145305930921715
0.9,5,0.85,0.5432301192859619,3.9940109202219e-05,0.38027306553293394
0.9,5,0.9,0.5580698663301684,1.947784903908053e-05,0.3906547497858296
0.9,5,0.95,0.5736080761274811,9.498930259549926e-06,0.4015285029683146
0.9,5,1.0,0.5894369620013403,4.6324361157904195e-06,0.41260726313177293
0.9,5,1.05,0.5979145052694348,2.2591482305614655e-06,0.41854083143307347
0.9,5,1.1,0.5973896345650508,1.1017430174932396e-06,0.4181730747184408
0.9,10,0.85,0.5529157338198857,0.0003805186626263025,0.3871551692727079
0.9,10,0.9,0.5673537668868692,0.00021182504008984647,0.3972111843328354
0.9,10,0.95,0.5835115620372776,0.00011792742252502771,0.4084934716528518
0.9,10,1.0,0.598874244205566,6.565622226752231e-05,0.4192316678105764
0.9,10,1.05,0.6069789368322325,3.655546706448646e-05,0.42489622242268205
0.9,10,1.1,0.607296961257989,2.0353485580441727e-05,0.42511397892626646
0.9,20,0.85,0.567047885427532,0.01216206532487234,0.4005821393967341
0.9,20,0.9,0.5799626871179882,0.008196863337068146,0.4084329399837121
0.9,20,0.95,0.5945920952932655,0.005531592050418609,0.4178739443204114
0.9,20,1.0,0.6079084677183908,0.00373712904789553,0.4266570661172422
0.9,20,1.05,0.6156326701428876,0.0025272297473664454,0.4317010380242312
0.9,20,1.1,0.6165123382999846,0.0017104558045858882,0.432071773551365
0.9,40,0.85,0.5800180358814175,0.3826225161494684,0.5207993799618328
0.9,40,0.9,0.5924314828201195,0.3041275063552478,0.505940289880658
0.9,40,0.95,0.6056488075477583,0.2419248791429566,0.49653162902631776
0.9,40,1.0,0.6185713033038949,0.1925799780538423,0.4907739057288791
0.9,40,1.05,0.6250990141455207,0.15339697570964764,0.48358840261475877
0.9,40,1.1,0.6261143332609131,0.12225588678663972,0.47495679931863105
